sku_id,week_start,units_sold,forecast_weekly_demand,on_hand_units,reorder_point,safety_stock,on_order_units,sku_name,category,subcategory,brand,cost_price,inventory_data_available,inventory_position,forecast_horizon_demand,weeks_of_cover,lead_time_demand,projected_inventory_4w,risk,recommended_action,stockout_exposure,excess_inventory_value
SKU00029,2025-12-29,7.0,16.715135378336598,,,,0.0,BasicNeeds Cookware 2kg,Home & Kitchen,Cookware,BasicNeeds,1222.63,0,0.0,66.86054151334639,0.0,16.715135378336598,-66.86054151334639,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00030,2025-12-29,2.0,23.164485656002746,82.0,105.0,44.0,0.0,FreshFarm Frozen Meat 500ml,Frozen Foods,Frozen Meat,FreshFarm,283.65,1,82.0,92.65794262401099,3.539901607042627,23.164485656002746,-10.657942624010985,WATCH,Review replenishment plan,0.0,0.0
SKU00031,2025-12-29,3.0,9.576962834734138,508.0,270.0,76.0,0.0,BasicNeeds Office Supplies 100g,Stationery & Office,Office Supplies,BasicNeeds,121.13,1,508.0,38.30785133893655,53.043956499190315,9.576962834734138,469.69214866106347,OVERSTOCK,Reduce / defer replenishment,0.0,56893.80996731461
SKU00032,2025-12-29,0.0,6.640898278320881,5246.0,1272.0,440.0,0.0,PrimeCare Coffee 250ml,Beverages,Coffee,PrimeCare,30.84,1,5246.0,26.563593113283524,789.9533737966584,6.640898278320881,5219.436406886716,OVERSTOCK,Reduce / defer replenishment,0.0,160967.41878838633
SKU00033,2025-12-29,2.0,7.701334928063138,136.0,64.0,18.0,0.0,NovaFresh Air Fresheners Pack of 6,Home Care,Air Fresheners,NovaFresh,112.21,1,136.0,30.80533971225255,17.659276121653313,7.701334928063138,105.19466028774745,OVERSTOCK,Reduce / defer replenishment,0.0,11803.89283088814
SKU00034,2025-12-29,8.0,8.171922113823102,136.0,113.0,49.0,0.0,TrueTaste Small Appliances Large,Electronics & Accessories,Small Appliances,TrueTaste,1355.55,1,136.0,32.68768845529241,16.642351469546078,8.171922113823102,103.3123115447076,OVERSTOCK,Reduce / defer replenishment,0.0,140045.00391442838
SKU00035,2025-12-29,4.0,9.539911321420734,594.0,298.0,113.0,0.0,PremiumSelect Air Fresheners Large,Home Care,Air Fresheners,PremiumSelect,130.18,1,594.0,38.159645285682934,62.26472972198849,9.539911321420734,555.8403547143171,OVERSTOCK,Reduce / defer replenishment,0.0,72359.2973767098
SKU00036,2025-12-29,28.0,45.232354695003686,134.0,85.0,25.0,0.0,CleanWave Air Fresheners Medium,Home Care,Air Fresheners,CleanWave,145.16,1,134.0,180.92941878001474,2.9624811908101147,45.232354695003686,-46.92941878001474,HEALTHY,Maintain current inventory,0.0,0.0
SKU00037,2025-12-29,0.0,7.569226315743839,334.0,143.0,61.0,0.0,EverydayPlus Energy Drinks 100g,Beverages,Energy Drinks,EverydayPlus,86.73,1,334.0,30.276905262975355,44.126042222477444,7.569226315743839,303.72309473702467,OVERSTOCK,Reduce / defer replenishment,0.0,26341.90400654215
SKU00038,2025-12-29,14.0,12.438331967922174,18.0,49.0,24.0,0.0,CleanWave Skin Care Medium,Personal Care,Skin Care,CleanWave,240.69,1,18.0,49.7533278716887,1.4471393790116782,12.438331967922174,-31.753327871688697,WATCH,Review replenishment plan,0.0,0.0
SKU00039,2025-12-29,7.0,9.324071380935381,290.0,179.0,56.0,0.0,GreenValley Candy 1kg,Snacks & Confectionery,Candy,GreenValley,79.49,1,290.0,37.296285523741524,31.102292995413286,9.324071380935381,252.70371447625848,OVERSTOCK,Reduce / defer replenishment,0.0,20087.418263717787
SKU00040,2025-12-29,9.0,11.499382374909745,101.0,84.0,35.0,0.0,CityFresh Cheese Pack of 6,Dairy & Bakery,Cheese,CityFresh,118.43,1,101.0,45.99752949963898,8.783080404419783,11.499382374909745,55.00247050036102,HEALTHY,Maintain current inventory,0.0,0.0
SKU00041,2025-12-29,5.0,7.3155782948693275,123.0,115.0,46.0,0.0,NovaFresh Small Appliances Family Pack,Electronics & Accessories,Small Appliances,NovaFresh,1754.57,1,123.0,29.26231317947731,16.81343497974237,7.3155782948693275,93.7376868205227,OVERSTOCK,Reduce / defer replenishment,0.0,164469.3331646845
SKU00042,2025-12-29,3.0,6.516577010499169,,,,0.0,ValueChoice OTC Medicine Large,Health & Wellness,OTC Medicine,ValueChoice,617.92,0,0.0,26.066308041996678,0.0,6.516577010499169,-26.066308041996678,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00043,2025-12-29,11.0,22.202012251618683,107.0,68.0,26.0,0.0,NovaFresh First Aid Pack of 6,Health & Wellness,First Aid,NovaFresh,414.79,1,107.0,88.80804900647473,4.819382981477228,22.202012251618683,18.191950993525268,HEALTHY,Maintain current inventory,0.0,0.0
SKU00044,2025-12-29,3.0,9.310204346218137,316.0,135.0,50.0,0.0,PureLife Skin Care 2kg,Personal Care,Skin Care,PureLife,309.26,1,316.0,37.24081738487255,33.941252871464755,9.310204346218137,278.75918261512743,OVERSTOCK,Reduce / defer replenishment,0.0,86209.0648155543
SKU00045,2025-12-29,3.0,5.476049012458424,90.0,109.0,40.0,0.0,SmartBuy Writing Instruments 1L,Stationery & Office,Writing Instruments,SmartBuy,253.27,1,90.0,21.904196049833697,16.43520717130968,5.476049012458424,68.0958039501663,WATCH,Review replenishment plan,0.0,0.0
SKU00046,2025-12-29,9.0,8.175507739940779,324.0,244.0,97.0,0.0,QuickBite Bottled Water Pack of 12,Beverages,Bottled Water,QuickBite,120.46,1,324.0,32.702030959763114,39.63056611360348,8.175507739940779,291.29796904023686,OVERSTOCK,Reduce / defer replenishment,0.0,35089.75335058693
SKU00047,2025-12-29,1.0,9.98745257967505,291.0,160.0,67.0,0.0,NutriPlus Men's Grooming 1L,Personal Care,Men's Grooming,NutriPlus,165.62,1,291.0,39.9498103187002,29.136558865090294,9.98745257967505,251.0501896812998,OVERSTOCK,Reduce / defer replenishment,0.0,41578.932415016876
SKU00048,2025-12-29,15.0,22.27585604525871,332.0,173.0,82.0,0.0,BasicNeeds Energy Drinks 500ml,Beverages,Energy Drinks,BasicNeeds,83.14,1,332.0,89.10342418103484,14.904028798061134,22.27585604525871,242.89657581896518,OVERSTOCK,Reduce / defer replenishment,0.0,20194.421313588766
SKU00049,2025-12-29,12.0,13.439745416018877,50.0,35.0,7.0,0.0,CityFresh Oral Care 500ml,Personal Care,Oral Care,CityFresh,442.65,1,50.0,53.758981664075506,3.720308566292099,13.439745416018877,-3.758981664075506,HEALTHY,Maintain current inventory,0.0,0.0
SKU00050,2025-12-29,52.0,75.27645552242942,48.0,1066.0,370.0,0.0,PremiumSelect Office Supplies 2L,Stationery & Office,Office Supplies,PremiumSelect,20.25,1,48.0,301.10582208971766,0.6376495767085885,75.27645552242942,-253.10582208971766,STOCKOUT RISK,Expedite replenishment,5125.392897316783,0.0
SKU00051,2025-12-29,5.0,8.322986902396984,123.0,71.0,24.0,0.0,CrispKing Oral Care 100g,Personal Care,Oral Care,CrispKing,262.89,1,123.0,33.291947609587936,14.778348379303173,8.322986902396984,89.70805239041206,OVERSTOCK,Reduce / defer replenishment,0.0,23583.349892915427
SKU00052,2025-12-29,0.0,7.0770626799102665,5399.0,1299.0,466.0,0.0,ValueChoice Storage & Containers Family Pack,Home & Kitchen,Storage & Containers,ValueChoice,967.68,1,5399.0,28.308250719641066,762.8871248132646,7.0770626799102665,5370.691749280359,OVERSTOCK,Reduce / defer replenishment,0.0,5197110.991943617
SKU00053,2025-12-29,5.0,9.720615241718884,60.0,27.0,9.0,0.0,BasicNeeds Pest Control 250g,Home Care,Pest Control,BasicNeeds,220.18,1,60.0,38.882460966875534,6.172448811932431,9.720615241718884,21.117539033124466,HEALTHY,Maintain current inventory,0.0,0.0
SKU00054,2025-12-29,12.0,9.5246950664884,,,,0.0,FreshFarm Small Appliances Family Pack,Electronics & Accessories,Small Appliances,FreshFarm,1493.11,0,0.0,38.0987802659536,0.0,9.5246950664884,-38.0987802659536,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00055,2025-12-29,15.0,27.15175748714404,,,,0.0,PureLife Surface Cleaners 100g,Home Care,Surface Cleaners,PureLife,254.65,0,0.0,108.60702994857616,0.0,27.15175748714404,-108.60702994857616,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00056,2025-12-29,7.0,12.440732831576817,113.0,189.0,59.0,0.0,NovaFresh Butter & Ghee 1L,Dairy & Bakery,Butter & Ghee,NovaFresh,44.4,1,113.0,49.76293132630727,9.083066209185498,12.440732831576817,63.23706867369273,WATCH,Review replenishment plan,0.0,0.0
SKU00057,2025-12-29,6.0,8.993111472787502,30.0,31.0,15.0,0.0,FamilyChoice Kids Wear 500ml,Apparel & Footwear,Kids Wear,FamilyChoice,1510.65,1,30.0,35.97244589115001,3.3358865939533615,8.993111472787502,-5.972445891150009,WATCH,Review replenishment plan,0.0,0.0
SKU00058,2025-12-29,2.0,5.601128617953813,149.0,93.0,29.0,0.0,NutriPlus Office Supplies 2L,Stationery & Office,Office Supplies,NutriPlus,69.93,1,149.0,22.40451447181525,26.601781562808004,5.601128617953813,126.59548552818475,OVERSTOCK,Reduce / defer replenishment,0.0,8852.82230298596
SKU00059,2025-12-29,2.0,8.599725786301882,601.0,233.0,53.0,0.0,TrueTaste Butter & Ghee 500ml,Dairy & Bakery,Butter & Ghee,TrueTaste,95.47,1,601.0,34.39890314520753,69.88594926565054,8.599725786301882,566.6010968547924,OVERSTOCK,Reduce / defer replenishment,0.0,54093.40671672703
SKU00060,2025-12-29,8.0,27.230254377666714,253.0,148.0,49.0,0.0,BasicNeeds Men's Wear Large,Apparel & Footwear,Men's Wear,BasicNeeds,476.15,1,253.0,108.92101751066686,9.291136119811705,27.230254377666714,144.07898248933316,HEALTHY,Maintain current inventory,0.0,0.0
SKU00061,2025-12-29,4.0,7.963697156409549,296.0,177.0,68.0,0.0,CrispKing Milk 100g,Dairy & Bakery,Milk,CrispKing,153.89,1,296.0,31.854788625638196,37.168666033685824,7.963697156409549,264.1452113743618,OVERSTOCK,Reduce / defer replenishment,0.0,40649.30657840053
SKU00062,2025-12-29,45.0,105.69979028494154,228.0,1221.0,427.0,0.0,EverydayPlus Mobile Accessories Family Pack,Electronics & Accessories,Mobile Accessories,EverydayPlus,291.09,1,228.0,422.79916113976617,2.157052529483418,105.69979028494154,-194.79916113976617,WATCH,Review replenishment plan,0.0,0.0
SKU00063,2025-12-29,15.0,12.060474382181107,84.0,82.0,39.0,0.0,PremiumSelect Women's Wear Pack of 12,Apparel & Footwear,Women's Wear,PremiumSelect,1264.03,1,84.0,48.24189752872443,6.964900163803408,12.060474382181107,35.75810247127557,HEALTHY,Maintain current inventory,0.0,0.0
SKU00064,2025-12-29,3.0,6.508650852468161,409.0,269.0,81.0,0.0,UrbanBite Air Fresheners Small,Home Care,Air Fresheners,UrbanBite,130.58,1,409.0,26.034603409872645,62.83944388335136,6.508650852468161,382.96539659012734,OVERSTOCK,Reduce / defer replenishment,0.0,50007.62148673883
SKU00065,2025-12-29,14.0,7.932494908978271,215.0,76.0,33.0,0.0,BasicNeeds Small Appliances 500g,Electronics & Accessories,Small Appliances,BasicNeeds,749.86,1,215.0,31.729979635913082,27.10370475708161,7.932494908978271,183.27002036408692,OVERSTOCK,Reduce / defer replenishment,0.0,137426.85747021422
SKU00066,2025-12-29,5.0,6.47670437614247,5315.0,1296.0,457.0,0.0,FreshFarm Cheese 100g,Dairy & Bakery,Cheese,FreshFarm,132.45,1,5315.0,25.90681750456988,820.6334103465161,6.47670437614247,5289.0931824954305,OVERSTOCK,Reduce / defer replenishment,0.0,700540.3920215197
SKU00067,2025-12-29,5.0,8.321741587853072,204.0,140.0,55.0,0.0,EliteHome Spices & Seasoning 250ml,Grocery,Spices & Seasoning,EliteHome,273.09,1,204.0,33.28696635141229,24.514099344032864,8.321741587853072,170.71303364858773,OVERSTOCK,Reduce / defer replenishment,0.0,46620.022359092814
SKU00068,2025-12-29,23.0,18.018408547485688,8.0,99.0,39.0,0.0,MetroBrand Tea 2kg,Beverages,Tea,MetroBrand,161.78,1,8.0,72.07363418994275,0.44399037678143505,18.018408547485688,-64.07363418994275,STOCKOUT RISK,Expedite replenishment,10365.832539248939,0.0
SKU00069,2025-12-29,0.0,6.100551267165522,7735.0,1614.0,563.0,0.0,PureLife Laundry Small,Home Care,Laundry,PureLife,174.28,1,7735.0,24.402205068662088,1267.9182030042814,6.100551267165522,7710.597794931338,OVERSTOCK,Reduce / defer replenishment,0.0,1343802.9837006337
SKU00070,2025-12-29,4.0,8.279390176095195,378.0,193.0,67.0,0.0,PremiumSelect Storage & Containers Large,Home & Kitchen,Storage & Containers,PremiumSelect,470.84,1,378.0,33.11756070438078,45.655536453806306,8.279390176095195,344.88243929561924,OVERSTOCK,Reduce / defer replenishment,0.0,162384.44771794934
SKU00071,2025-12-29,0.0,6.991144921324311,285.0,142.0,42.0,0.0,CleanWave Juices 500ml,Beverages,Juices,CleanWave,212.25,1,285.0,27.964579685297245,40.76585497901727,6.991144921324311,257.0354203147028,OVERSTOCK,Reduce / defer replenishment,0.0,54555.76796179567
SKU00072,2025-12-29,5.0,9.399311129330853,,,,0.0,HomeStyle Pest Control Small,Home Care,Pest Control,HomeStyle,224.58,0,0.0,37.59724451732341,0.0,9.399311129330853,-37.59724451732341,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00073,2025-12-29,2.0,9.135665504390373,126.0,60.0,22.0,0.0,PrimeCare Small Appliances 100g,Electronics & Accessories,Small Appliances,PrimeCare,704.61,1,126.0,36.54266201756149,13.792098664234976,9.135665504390373,89.4573379824385,OVERSTOCK,Reduce / defer replenishment,0.0,63032.534915806
SKU00074,2025-12-29,0.0,11.059231145566079,88.0,74.0,22.0,0.0,NutriPlus Candy Small,Snacks & Confectionery,Candy,NutriPlus,139.5,1,88.0,44.236924582264315,7.957153516524645,11.059231145566079,43.763075417735685,HEALTHY,Maintain current inventory,0.0,0.0
SKU00075,2025-12-29,3.0,6.949670213554042,7071.0,1707.0,614.0,0.0,TrueTaste Batteries 250g,Electronics & Accessories,Batteries,TrueTaste,2393.21,1,7071.0,27.79868085421617,1017.4583516508923,6.949670213554042,7043.201319145784,OVERSTOCK,Reduce / defer replenishment,0.0,16855859.82899288
SKU00076,2025-12-29,18.0,24.44196813004271,153.0,138.0,42.0,0.0,TrueTaste Butter & Ghee Pack of 12,Dairy & Bakery,Butter & Ghee,TrueTaste,220.42,1,153.0,97.76787252017084,6.259725042843047,24.44196813004271,55.23212747982916,HEALTHY,Maintain current inventory,0.0,0.0
SKU00077,2025-12-29,4.0,14.687803130743895,206.0,195.0,56.0,0.0,CleanWave Women's Wear 250ml,Apparel & Footwear,Women's Wear,CleanWave,1166.71,1,206.0,58.75121252297558,14.025242452277253,14.687803130743895,147.24878747702442,OVERSTOCK,Reduce / defer replenishment,0.0,171796.63283731916
SKU00078,2025-12-29,5.0,6.917183668729731,69.0,30.0,14.0,0.0,NatureBlend Ready Meals 500ml,Frozen Foods,Ready Meals,NatureBlend,653.46,1,69.0,27.668734674918923,9.975157998467768,6.917183668729731,41.33126532508108,HEALTHY,Maintain current inventory,0.0,0.0
SKU00079,2025-12-29,184.0,317.87587493418505,138.0,1142.0,378.0,0.0,DailyBest Frozen Vegetables 2kg,Frozen Foods,Frozen Vegetables,DailyBest,137.37,1,138.0,1271.5034997367402,0.43413171895656555,317.87587493418505,-1133.5034997367402,STOCKOUT RISK,Expedite replenishment,155709.37575883602,0.0
SKU00080,2025-12-29,2.0,9.13348643775244,1.0,43.0,16.0,0.0,GreenValley Biscuits & Cookies 500ml,Snacks & Confectionery,Biscuits & Cookies,GreenValley,54.69,1,1.0,36.53394575100976,0.10948721573249295,9.13348643775244,-35.53394575100976,STOCKOUT RISK,Expedite replenishment,1943.3514931227237,0.0
SKU00081,2025-12-29,8.0,6.249965981811005,276.0,117.0,55.0,0.0,NovaFresh Laundry Large,Home Care,Laundry,NovaFresh,76.17,1,276.0,24.99986392724402,44.16024036022442,6.249965981811005,251.000136072756,OVERSTOCK,Reduce / defer replenishment,0.0,19118.680364661825
SKU00082,2025-12-29,6.0,9.872405307990112,175.0,113.0,45.0,0.0,SmartBuy Storage & Containers Medium,Home & Kitchen,Storage & Containers,SmartBuy,312.42,1,175.0,39.48962123196045,17.726176604435583,9.872405307990112,135.51037876803954,OVERSTOCK,Reduce / defer replenishment,0.0,42336.15253471092
SKU00083,2025-12-29,2.0,5.983848024858905,6987.0,1605.0,621.0,0.0,HomeStyle Pulses & Lentils 250ml,Grocery,Pulses & Lentils,HomeStyle,221.02,1,6987.0,23.93539209943562,1167.6432909013843,5.983848024858905,6963.064607900565,OVERSTOCK,Reduce / defer replenishment,0.0,1538976.5396381828
SKU00084,2025-12-29,6.0,6.5929471967926485,39.0,108.0,33.0,0.0,NutriPlus Men's Wear 2kg,Apparel & Footwear,Men's Wear,NutriPlus,729.59,1,39.0,26.371788787170594,5.915412157247794,6.5929471967926485,12.628211212829406,WATCH,Review replenishment plan,0.0,0.0
SKU00085,2025-12-29,11.0,9.555698788285962,308.0,167.0,51.0,0.0,BasicNeeds Dishwashing 1L,Home Care,Dishwashing,BasicNeeds,228.02,1,308.0,38.22279515314385,32.23207499775608,9.555698788285962,269.77720484685614,OVERSTOCK,Reduce / defer replenishment,0.0,61514.59824918014
SKU00086,2025-12-29,1.0,13.240638910775532,230.0,224.0,100.0,0.0,HealthFirst Small Appliances Pack of 12,Electronics & Accessories,Small Appliances,HealthFirst,2220.28,1,230.0,52.96255564310213,17.370762963169458,13.240638910775532,177.03744435689788,OVERSTOCK,Reduce / defer replenishment,0.0,393072.69695673324
SKU00087,2025-12-29,12.0,15.11948374922192,28.0,77.0,27.0,0.0,NatureBlend First Aid 500g,Health & Wellness,First Aid,NatureBlend,180.72,1,28.0,60.47793499688768,1.8519150828440778,15.11948374922192,-32.47793499688768,WATCH,Review replenishment plan,0.0,0.0
SKU00088,2025-12-29,13.0,13.34242501610857,,,,0.0,PurePlus Pest Control Pack of 12,Home Care,Pest Control,PurePlus,83.54,0,0.0,53.36970006443428,0.0,13.34242501610857,-53.36970006443428,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00089,2025-12-29,6.0,19.700203772294625,,,,0.0,PrimeCare Yogurt Family Pack,Dairy & Bakery,Yogurt,PrimeCare,251.4,0,0.0,78.8008150891785,0.0,19.700203772294625,-78.8008150891785,NO INVENTORY DATA,Obtain current inventory position,0.0,0.0
SKU00090,2025-12-29,5.0,6.47513685817403,7868.0,1737.0,598.0,0.0,MetroBrand OTC Medicine Medium,Health & Wellness,OTC Medicine,MetroBrand,462.73,1,7868.0,25.90054743269612,1215.1094520987087,6.47513685817403,7842.099452567304,OVERSTOCK,Reduce / defer replenishment,0.0,3628774.6796864686
SKU00091,2025-12-29,5.0,6.563642849058218,260.0,137.0,47.0,0.0,PureLife Bottled Water 2L,Beverages,Bottled Water,PureLife,123.16,1,260.0,26.254571396232873,39.6121492255335,6.563642849058218,233.74542860376712,OVERSTOCK,Reduce / defer replenishment,0.0,28788.086986839957
